X,         Y      ,Time,Street,        Offense,Date     ,Tract,Lat,Long
1350297.603,413922.1396,32976,2500 WYLIE AV,ROBBERY,4/13/1990,50100,40.44823912,-79.97149684
1373775.054,414544.9697,32976,548 CORA ST,ROBBERY,4/13/1990,130400,40.45153849,-79.88721887
1340501.283,417509.1874,32976,1320 FEDERAL ST,ROBBERY,4/13/1990,220600,40.45740059,-80.00701386
1363897.543,419947.8348,32976,404 N HIGHLAND AV,AGGRAVATED ASSAULT,4/13/1990,111500,40.46570325,-79.92317843
1337450.014,421152.5611,32976,2515 N CHARLES ST,AGGRAVATED ASSAULT,4/13/1990,261500,40.46718374,-80.0183115
1343097.801,391529.9527,32977,2409 E SAW MILL RUN BL,ROBBERY,4/14/1990,320700,40.3862923,-79.99531268
1344690.637,394765.5847,32977,210 COPPERFIELD AV,AGGRAVATED ASSAULT,4/14/1990,290100,40.39528232,-79.98989112
1349849.559,406704.0845,32977,2304 E CARSON ST,ROBBERY,4/14/1990,160900,40.42840091,-79.97245358
1342177.197,411296.355,32977,305 FORBES AV,ROBBERY,4/14/1990,20100,40.44046935,-80.00042439
1348242.81,412138.4296,32977,400 COVEL WY,AGGRAVATED ASSAULT,4/14/1990,50100,40.4432023,-79.97871584
1349299.872,414064.5291,32977,2316 WEBSTER AV,ROBBERY,4/14/1990,50100,40.44856091,-79.97509354
1320969.388,415362.0153,32977,362 VILLAGE RD,ROBBERY,4/14/1990,280800,40.45011726,-80.07697578
1379039.888,415850.3007,32977,2254 BRACEY DR,AGGRAVATED ASSAULT,4/14/1990,130600,40.45546875,-79.86841882
1371009.431,416023.4888,32977,7200 FORMOSA WY,AGGRAVATED ASSAULT,4/14/1990,130300,40.45541168,-79.89728274
1353357.684,416167.5644,32977,740 ADELAIDE ST,AGGRAVATED ASSAULT,4/14/1990,50600,40.45461162,-79.96070706
1338162.275,417358.6748,32977,1500 BRIGHTON RD,ROBBERY,4/14/1990,250300,40.45682319,-80.01540265
1338162.275,417358.6748,32977,1500 BRIGHTON RD,ROBBERY,4/14/1990,250300,40.45682319,-80.01540265
1340072.42,417601.5336,32977,110 SAMPSONIA ST,ROBBERY,4/14/1990,250300,40.4576239,-80.008563
1366054.286,419723.8717,32977,400 LARIMER AV,ROBBERY,4/14/1990,120800,40.46523407,-79.91540963
1355220.921,419924.3441,32977,4200 MAIN ST,ROBBERY,4/14/1990,90300,40.46504854,-79.95435065
1334521.623,420183.8841,32977,1317 JAWETT ST,ROBBERY,4/14/1990,270400,40.4643187,-80.02874313
1338815.392,421237.5806,32977,2400 WILSON AV,ROBBERY,4/14/1990,261400,40.46751319,-80.01341363
1332082.627,423393.3901,32977,3200 BAINTON ST,ROBBERY,4/14/1990,271500,40.47295271,-80.03780462
1342160.247,424277.449,32977,315 PENFORT ST,AGGRAVATED ASSAULT,4/14/1990,260900,40.47608954,-80.00167425
1349189.564,410014.7669,32978,2121 FORBES AV,RAPE,4/15/1990,10300,40.43744023,-79.97512316
1351204.025,410422.9841,32978,216 BURROWS ST,AGGRAVATED ASSAULT,4/15/1990,40200,40.43869952,-79.96792527
1318137.644,415387.8097,32978,3525 FAIRWOOD ST,AGGRAVATED ASSAULT,4/15/1990,280800,40.4499828,-80.08714969
1374221.796,415535.369,32978,800 OAKWOOD ST,AGGRAVATED ASSAULT,4/15/1990,130600,40.454286,-79.88570013
1370937.399,417829.7063,32978,1100 N LANG AV,AGGRAVATED ASSAULT,4/15/1990,130200,40.46036345,-79.89769935
1342261.022,423299.8974,32978,200 ESSEN ST,ROBBERY,4/15/1990,262000,40.4734141,-80.00122255
1348103.485,410068.0461,32979,1900 FORBES AV,ROBBERY,4/16/1990,10300,40.43751126,-79.97902851
1370568.587,416803.7658,32979,804 N LANG AV,AGGRAVATED ASSAULT,4/16/1990,130300,40.45752347,-79.89893466
1364310.68,417755.8767,32979,6300 SHAKESPEARE ST,ROBBERY,4/16/1990,70800,40.45971607,-79.92150036
1344855.32,418538.5762,32979,1200 SPRING GARDEN AV,AGGRAVATED ASSAULT,4/16/1990,241200,40.4605297,-79.99146617
1371345.48,420820.079,32979,1418 LINCOLN AV,AGGRAVATED ASSAULT,4/16/1990,120200,40.46859679,-79.89649442
1354063.005,410232.5744,32980,300 MCKEE PL,ROBBERY,4/17/1990,40500,40.43837363,-79.95764024
1341166.615,411368.4591,32980,400 STANWIX ST,ROBBERY,4/17/1990,20100,40.44059647,-80.00406053
1341216.335,411998.9057,32980,531 PENN AV,ROBBERY,4/17/1990,20100,40.44232997,-80.00393976
1343026.174,412659.0055,32980,921 PENN AV,ROBBERY,4/17/1990,20100,40.44426795,-79.99749985
1373761.365,413784.9999,32980,500 ROSEDALE ST,ROBBERY,4/17/1990,130400,40.44945208,-79.88720197
1374000.616,414348.1688,32980,7900 TACOMA ST,AGGRAVATED ASSAULT,4/17/1990,130400,40.45101342,-79.8863915
1372083.773,414788.9465,32980,7519 SUSQUEHANNA ST,RAPE,4/17/1990,130300,40.45209551,-79.89331559
1355216.45,414924.7615,32980,4400 CENTRE AV,ROBBERY,4/17/1990,50700,40.45132872,-79.95391833
1335612.659,416086.3897,32980,1300 HAMLIN ST,ROBBERY,4/17/1990,210700,40.45315206,-80.02444406
1371294.453,416886.3629,32980,7200 FRANKSTOWN AV,ROBBERY,4/17/1990,130300,40.45779858,-79.89633418
1364905.647,419145.7215,32980,31 OMEGA PL,AGGRAVATED ASSAULT,4/17/1990,111500,40.46357015,-79.91948556
1367770.86,419176.3069,32980,600 LOWELL ST,AGGRAVATED ASSAULT,4/17/1990,120400,40.46384682,-79.90919399
1340525.863,403521.5777,32981,100 CLIMAX ST,ROBBERY,4/18/1990,180900,40.41901889,-80.00564182
1342564.121,411978.4089,32981,600 WOOD ST,ROBBERY,4/18/1990,20100,40.44236803,-79.99909715
1349659.596,412880.8856,32981,2300 CENTRE AV,AGGRAVATED ASSAULT,4/18/1990,50100,40.44533772,-79.97369434
1355780.866,415130.0429,32981,4600 CENTRE AV,ROBBERY,4/18/1990,50700,40.45193068,-79.95190926
1355953.758,415200.408,32981,4612 CENTRE AV,ROBBERY,4/18/1990,50700,40.4521356,-79.9512945
1342212.191,415325.4881,32981,318 CEDAR AV,ROBBERY,4/18/1990,230400,40.45152815,-80.00066759
1320975.515,415677.8758,32981,200 VILLAGE RD,ROBBERY,4/18/1990,280800,40.45098444,-80.07698367
1337045.476,416112.1433,32981,1000 W NORTH AV,AGGRAVATED ASSAULT,4/18/1990,210700,40.4533239,-80.01929951
1340554.844,417075.6194,32981,8 ELOISE ST,ROBBERY,4/18/1990,220600,40.45621459,-80.00678163
1337783.564,417522.0427,32981,1517 BRIGHTON PL,RAPE,4/18/1990,250700,40.45724481,-80.01677819
1343047.386,417707.9224,32981,800 CONCORD ST,ROBBERY,4/18/1990,230400,40.45812418,-79.99788536
1327377.735,419129.7035,32981,400 STADIUM CIR,AGGRAVATED ASSAULT,4/18/1990,201800,40.46091718,-80.05431036
1352044.881,419801.0102,32981,3514 BUTLER ST,ROBBERY,4/18/1990,60300,40.46449195,-79.96575061
1344624.64,401733.3894,32982,151 KNOX AV,ROBBERY,4/19/1990,300100,40.41439829,-79.99076268
1355290.855,410981.0243,32982,300 JONCAIR ST,ROBBERY,4/19/1990,40500,40.44051165,-79.95329754
1348626.063,413035.7604,32982,2144 WYLIE AV,ROBBERY,4/19/1990,50100,40.44569122,-79.97742062
1372604.757,414748.814,32982,7614 TIOGA ST,AGGRAVATED ASSAULT,4/19/1990,130400,40.45202007,-79.89144059
1363624.069,418434.4007,32982,6100 PENN AV,AGGRAVATED ASSAULT,4/19/1990,111500,40.46153168,-79.92402712
1363624.069,418434.4007,32982,6100 PENN AV,ROBBERY,4/19/1990,111500,40.46153168,-79.92402712
1361764.282,419370.1139,32982,100 N NEGLEY AV,RAPE,4/19/1990,111500,40.46397356,-79.93079183
1361764.282,419370.1139,32982,100 N NEGLEY AV,ROBBERY,4/19/1990,111500,40.46397356,-79.93079183
1340142.876,422129.2752,32982,2537 PERRYSVILLE AV,AGGRAVATED ASSAULT,4/19/1990,261400,40.47005337,-80.008726
1333847.761,404271.2546,32983,1000 BANKSVILLE RD,RAPE,4/20/1990,202300,40.42060541,-80.02968802
1341193.376,408418.6331,32983,100 W CARSON ST,ROBBERY,4/20/1990,192100,40.43250372,-80.00369399
1351341.718,410356.3329,32983,200 BURROWS ST,RAPE,4/20/1990,40200,40.43852611,-79.96742474
1342284.973,411523.308,32983,300 FIFTH AV,ROBBERY,4/20/1990,20100,40.44109967,-80.00005809
1342440.101,412194.09,32983,703 LIBERTY AV,ROBBERY,4/20/1990,20100,40.44295122,-79.99956232
1341218.443,414224.1291,32983,200 FEDERAL ST,ROBBERY,4/20/1990,220500,40.44843635,-80.00413623
1364377.154,415683.1851,32983,605 SHADY AV,ROBBERY,4/20/1990,70800,40.45403276,-79.92107844
1344331.704,416764.2134,32983,1000 E OHIO ST,ROBBERY,4/20/1990,230400,40.45562418,-79.99318535
1364331.674,417741.3845,32983,6320 SHAKESPEARE ST,ROBBERY,4/20/1990,70800,40.45967771,-79.92142366
1370151.38,417971.3127,32983,1101 N MURTLAND ST,ROBBERY,4/20/1990,120700,40.46069955,-79.90053565
1357239.37,418844.6099,32983,316 S MATHILDA ST,ROBBERY,4/20/1990,80900,40.46222367,-79.94700207
1324763.964,419154.3307,32983,3748 ALLENDALE CIR,RAPE,4/20/1990,202200,40.46079718,-80.06370276
1361240.843,419395.849,32983,5500 PENN AV,AGGRAVATED ASSAULT,4/20/1990,80700,40.46400868,-79.93267475
1366925.974,420173.9289,32983,600 LARIMER AV,RAPE,4/20/1990,120400,40.46652772,-79.91231732
1369676.387,420527.8938,32983,1202 MONTEZUMA ST,AGGRAVATED ASSAULT,4/20/1990,120300,40.46768348,-79.90246607
1371462.871,420947.0317,32983,1500 LINCOLN AV,AGGRAVATED ASSAULT,4/20/1990,120200,40.468953,-79.89608371
1345358.445,401622.9718,32984,332 BROWNSVILLE RD,ROBBERY,4/21/1990,300100,40.41414636,-79.98811816
1346102.027,410299.9745,32984,1400 FORBES AV,ROBBERY,4/21/1990,10300,40.43800882,-79.9862376
1353990.617,411101.9108,32984,3618 FORBES AV,ROBBERY,4/21/1990,40500,40.44075425,-79.95797829
1342746.412,411260.1081,32984,400 FIFTH AV,ROBBERY,4/21/1990,20100,40.44040968,-79.99837673
1343511.144,412459.4421,32984,940 LIBERTY AV,ROBBERY,4/21/1990,20100,40.44375419,-79.99573974
1337162.838,415524.8748,32984,1000 WESTERN AV,ROBBERY,4/21/1990,210700,40.45172066,-80.01882372
1369630.503,416273.9372,32984,7000 HAMILTON AV,ROBBERY,4/21/1990,130300,40.45600682,-79.90225836
1358354.249,416417.391,32984,5112 BAUM BL,ROBBERY,4/21/1990,70900,40.45563909,-79.94278003
1363471.324,418533.4317,32984,6021 PENN AV,ROBBERY,4/21/1990,111500,40.46179311,-79.92458465
1363615.025,418914.4323,32984,6033 BROAD ST,AGGRAVATED ASSAULT,4/21/1990,111500,40.46284835,-79.92410208
1369763.612,419226.243,32984,1000 LINCOLN AV,ROBBERY,4/21/1990,120700,40.46411736,-79.90203868
1363892.979,419936.7116,32984,400 N HIGHLAND AV,ROBBERY,4/21/1990,111500,40.46567241,-79.92319385
1352878.689,402534.6466,32985,3239 ARLINGTON AV,RAPE,4/22/1990,160400,40.41716809,-79.96120126
1352325.257,402750.4642,32985,3217 ARLINGTON AV,ROBBERY,4/22/1990,160400,40.41772227,-79.96320768
1331869.048,402782.4879,32985,509 OAK LYNN CT,ROBBERY,4/22/1990,202300,40.41637969,-80.036654
1367652.999,409111.3738,32985,2005 BEECHWOOD BL,ROBBERY,4/22/1990,140800,40.43621901,-79.90873331
1338753.813,409801.6771,32985,600 GRANDVIEW AV,ROBBERY,4/22/1990,190300,40.43612772,-80.01258194
1347183.24,410164.2203,32985,1700 FORBES AV,ROBBERY,4/22/1990,10300,40.43771138,-79.9823422
1353153.994,410414.0581,32985,3417 FORBES AV,ROBBERY,4/22/1990,40500,40.43880923,-79.96092122
1346111.007,410628.6278,32985,1400 FIFTH AV,ROBBERY,4/22/1990,10300,40.43891131,-79.98623524
1353668.189,411282.0693,32985,100 LOTHROP ST,RAPE,4/22/1990,40200,40.44122649,-79.95915251
1373761.365,413784.9999,32985,500 ROSEDALE ST,AGGRAVATED ASSAULT,4/22/1990,130400,40.44945208,-79.88720197
1373761.365,413784.9999,32985,500 ROSEDALE ST,ROBBERY,4/22/1990,130400,40.44945208,-79.88720197
1358790.687,416646.6832,32985,5251 BAUM BL,ROBBERY,4/22/1990,80400,40.45629803,-79.94123262
1365011.262,418944.8063,32985,101 LARIMER AV,AGGRAVATED ASSAULT,4/22/1990,111500,40.46302593,-79.91908837
1366576.93,419980.3093,32985,126 WINSLOW ST,ROBBERY,4/22/1990,120400,40.46597293,-79.91355439
1339630.216,422557.0806,32985,2600 ELLIS ST,ROBBERY,4/22/1990,261500,40.4711913,-80.01060739
1341643.383,424180.2888,32985,100 HAZLETT ST,ROBBERY,4/22/1990,260900,40.47578674,-80.00352264
1354439.088,424962.636,32985,100 FIFTIETH ST,AGGRAVATED ASSAULT,4/22/1990,90100,40.47882064,-79.95761228
1353096.717,402281.8531,32986,3251 ARLINGTON AV,AGGRAVATED ASSAULT,4/23/1990,160400,40.41648937,-79.96039575
1347773.84,410470.8561,32986,1829 FIFTH AV,RAPE,4/23/1990,30500,40.43859378,-79.98024894
1344914.992,411011.8739,32986,112 WASHINGTON PL,ROBBERY,4/23/1990,20100,40.43987977,-79.9905656
1354511.149,411574.8458,32986,3900 FORBES AV,RAPE,4/23/1990,40500,40.44208775,-79.9561512
1342415.841,412951.1238,32986,800 FORT DUQUESNE BL,AGGRAVATED ASSAULT,4/23/1990,20100,40.4450269,-79.99971873
1342415.841,412951.1238,32986,800 FORT DUQUESNE BL,ROBBERY,4/23/1990,20100,40.4450269,-79.99971873
1361628.366,416039.1275,32986,5729 HOLDEN ST,AGGRAVATED ASSAULT,4/23/1990,70500,40.45482362,-79.93098453
1361378.384,416296.2836,32986,5721 ELLSWORTH AV,ROBBERY,4/23/1990,70500,40.45551234,-79.93190539
1360530.354,416815.2799,32986,5560 CENTRE AV,ROBBERY,4/23/1990,70900,40.456879,-79.93499798
1362740.96,417032.393,32986,5951 ALDER ST,ROBBERY,4/23/1990,70500,40.45762464,-79.92707568
1363840.763,418748.177,32986,6100 BROAD ST,ROBBERY,4/23/1990,111500,40.46240737,-79.92327635
1348386.909,402600.3837,32987,2106 SPRING ST,ROBBERY,4/24/1990,160300,40.41703866,-79.97733407
1344690.625,403085.8132,32987,200 ORCHARD PL,RAPE,4/24/1990,300100,40.4181141,-79.990649
1326801.167,415297.6638,32987,1318 STRAKA ST,AGGRAVATED ASSAULT,4/24/1990,281400,40.45036054,-80.05602214
1326801.167,415297.6638,32987,1318 STRAKA ST,ROBBERY,4/24/1990,281400,40.45036054,-80.05602214
1337162.838,415524.8748,32987,1000 WESTERN AV,ROBBERY,4/24/1990,210700,40.45172066,-80.01882372
1360546.561,418540.5109,32987,5600 FRIENDSHIP AV,ROBBERY,4/24/1990,80700,40.46161439,-79.93509314
1359062.092,418775.0045,32987,300 S PACIFIC AV,ROBBERY,4/24/1990,80600,40.46215693,-79.9404473
1361260.899,419409.1984,32987,100 N FAIRMONT ST,AGGRAVATED ASSAULT,4/24/1990,111400,40.46404668,-79.93260388
1364042.171,420306.3509,32987,514 N HIGHLAND AV,ROBBERY,4/24/1990,111300,40.46669684,-79.92269049
1361909.491,424231.2216,32987,1100 JANCEY ST,AGGRAVATED ASSAULT,4/24/1990,101400,40.47732298,-79.93070148
1336742.12,430325.2851,32987,4061 PERRYSVILLE AV,ROBBERY,4/24/1990,260200,40.4923044,-80.02170287
1357850.777,398677.7668,32988,100 E ELIZABETH ST,ROBBERY,4/25/1990,151500,40.40692451,-79.94300584
1348556.198,398992.6836,32988,210 BONIFAY ST,AGGRAVATED ASSAULT,4/25/1990,160600,40.40715036,-79.97639965
1351248.991,410396.2468,32988,210 BURROWS ST,ROBBERY,4/25/1990,40200,40.43862925,-79.96776137
1342599.153,411009.1437,32988,400 FORBES AV,ROBBERY,4/25/1990,20100,40.43971072,-79.99888266
1371499.821,413093.4957,32988,7600 PENN AV,RAPE,4/25/1990,140600,40.44740396,-79.89526531
1360076.249,417612.3587,32988,427 S GRAHAM ST,ROBBERY,4/25/1990,80700,40.45903545,-79.93670025
1365017.293,418251.4675,32988,6205 BROAD ST,ROBBERY,4/25/1990,111500,40.46112371,-79.91900551
1341659.055,426778.071,32988,300 MT. PLEASANT RD,AGGRAVATED ASSAULT,4/25/1990,260900,40.48291637,-80.0037046
1354553.855,407615.476,32989,3532 FRAZIER ST,AGGRAVATED ASSAULT,4/26/1990,40900,40.43122561,-79.95564257
1343346.842,412406.7341,32989,900 LIBERTY AV,AGGRAVATED ASSAULT,4/26/1990,20100,40.44359808,-79.99632505
1343346.842,412406.7341,32989,900 LIBERTY AV,AGGRAVATED ASSAULT,4/26/1990,20100,40.44359808,-79.99632505
1340221.979,415760.5241,32989,720 ARCH ST,ROBBERY,4/26/1990,220400,40.4525825,-80.00785659
1373030.806,416300.2687,32989,7600 FRANKSTOWN AV,ROBBERY,4/26/1990,130400,40.45630589,-79.8900452
1328183.91,416553.37,32989,2789 ZEPHYR AV,RAPE,4/26/1990,201800,40.45390527,-80.0511729
1340576.241,417227.7802,32989,1 PARKHURST ST,ROBBERY,4/26/1990,220600,40.45663364,-80.00671874
1351341.718,410356.3329,32990,200 BURROWS ST,AGGRAVATED ASSAULT,4/27/1990,40200,40.43852611,-79.96742474
1335121.455,418212.1218,32990,1321 ADAMS ST,AGGRAVATED ASSAULT,4/27/1990,210700,40.4589505,-80.02640543
1363338.063,418541.8842,32990,6000 PENN AV,ROBBERY,4/27/1990,111500,40.4618073,-79.92506417
1342612.425,402390.0941,32991,800 BERND ST,ROBBERY,4/28/1990,180900,40.41606,-79.99804683
1366090.569,405694.6755,32991,2642 MT. ROYAL RD,ROBBERY,4/28/1990,141400,40.42673802,-79.91404384
1346388.224,406576.9803,32991,1300 SARAH ST,ROBBERY,4/28/1990,170200,40.42781236,-79.98487131
1341462.563,411142.4045,32991,431 MARKET ST,ROBBERY,4/28/1990,20100,40.43999688,-80.00297691
1348409.42,411265.0333,32991,2100 BENTLEY DR,ROBBERY,4/28/1990,51100,40.44081713,-79.97803826
1372959.958,415552.1252,32991,7616 KELLY ST,AGGRAVATED ASSAULT,4/28/1990,130400,40.45424814,-79.89023457
1374870.903,416035.7735,32991,8000 FRANKSTOWN AV,AGGRAVATED ASSAULT,4/28/1990,130600,40.45570227,-79.88341173
1363338.063,418541.8842,32991,6000 PENN AV,AGGRAVATED ASSAULT,4/28/1990,111500,40.4618073,-79.92506417
1363724.211,419525.4445,32991,328 N HIGHLAND AV,AGGRAVATED ASSAULT,4/28/1990,111500,40.46453243,-79.92376384
1361692.765,423537.9482,32991,933 JANCEY ST,ROBBERY,4/28/1990,101400,40.47540585,-79.93141874
1344556.935,398306.7154,32992,1119 BROWNSVILLE RD,ROBBERY,4/29/1990,290200,40.40499034,-79.99069354
1342067.489,404100.2978,32992,400 INDUSTRY ST,RAPE,4/29/1990,180900,40.42071491,-80.00015975
1355953.758,415200.408,32992,4612 CENTRE AV,AGGRAVATED ASSAULT,4/29/1990,50700,40.4521356,-79.9512945
1372118.86,417377.8856,32992,7300 MONTICELLO ST,ROBBERY,4/29/1990,130200,40.45920236,-79.89341532
1342122.798,424140.1377,32992,300 PENFORT ST,ROBBERY,4/29/1990,260900,40.47571012,-80.00179623
1332628.575,427566.9598,32992,3800 BRIGHTON RD,AGGRAVATED ASSAULT,4/29/1990,270800,40.48444404,-80.03623123
1348864.822,412905.4008,32993,2154 CENTRE AV,AGGRAVATED ASSAULT,4/30/1990,50100,40.44535003,-79.97655123
1340606.71,414947.3058,32993,1 S COMMONS ST,ROBBERY,4/30/1990,220400,40.45037794,-80.00639992
1373544.577,416107.7284,32993,7700 FRANKSTOWN AV,AGGRAVATED ASSAULT,4/30/1990,130400,40.45581168,-79.88818274
1364331.674,417741.3845,32993,6320 SHAKESPEARE ST,ROBBERY,4/30/1990,70800,40.45967771,-79.92142366
1341664.879,424272.098,32993,108 HAZLETT ST,AGGRAVATED ASSAULT,4/30/1990,260900,40.47604017,-80.00345382
1348900.626,398929.5924,32994,235 BONIFAY ST,AGGRAVATED ASSAULT,5/1/1990,160600,40.40700105,-79.97515753
1355307.102,408305.4859,32994,3300 DAWSON ST,ROBBERY,5/1/1990,40900,40.4331707,-79.95299943
1341271.506,411733.6106,32994,500 LIBERTY AV,ROBBERY,5/1/1990,20100,40.44160583,-80.00371728
1342696.718,413053.5789,32994,900 FORT DUQUESNE BL,RAPE,5/1/1990,20100,40.44532768,-79.99871926
1348589.261,413709.9275,32994,2200 WEBSTER AV,ROBBERY,5/1/1990,50100,40.44753867,-79.9776139
1342008.003,416167.7468,32994,400 E OHIO ST,ROBBERY,5/1/1990,230400,40.45382511,-80.0014782
1371169.822,419286.518,32994,7056 APPLE AV,AGGRAVATED ASSAULT,5/1/1990,130100,40.46437671,-79.89699159
1358396.452,419830.3985,32994,5100 PENN AV,ROBBERY,5/1/1990,80900,40.46500774,-79.94293294
1336604.235,419834.3147,32994,2200 BRIGHTON RD,ROBBERY,5/1/1990,261500,40.46350671,-80.02122848
1341833.413,423745.7245,32994,119 PENFORT ST,AGGRAVATED ASSAULT,5/1/1990,260900,40.47460756,-80.00279994
1338366.75,424462.559,32994,3000 MARSHALL RD,ROBBERY,5/1/1990,260700,40.47633122,-80.01532287
1348439.261,393808.5814,32995,2700 CUSTER AV,AGGRAVATED ASSAULT,5/2/1990,290400,40.39291635,-79.97635017
1344436.854,404475.4265,32995,900 E WARRINGTON AV,AGGRAVATED ASSAULT,5/2/1990,180300,40.42190969,-79.9916868
1354072.329,411669.1247,32995,100 DESOTO ST,AGGRAVATED ASSAULT,5/2/1990,40200,40.44231637,-79.95773576
1318547.177,415657.727,32995,3674 FAIRWOOD ST,AGGRAVATED ASSAULT,5/2/1990,280800,40.4507532,-80.08570432
1365032.342,418910.8117,32995,100 LARIMER AV,ROBBERY,5/2/1990,111500,40.46293407,-79.91900963
1354509.733,420663.3135,32995,329 MAIN ST,ROBBERY,5/2/1990,90200,40.46702762,-79.95697222
1348612.382,399391.7122,32996,130 BONIFAY ST,ROBBERY,5/3/1990,160600,40.40824923,-79.97623408
1348704.494,399550.9348,32996,737 CRESSWELL ST,ROBBERY,5/3/1990,160600,40.40869254,-79.97591783
1342099.358,415755.4224,32996,500 CEDAR AV,ROBBERY,5/3/1990,230400,40.45270004,-80.00111227
1342008.003,416167.7468,32996,400 E OHIO ST,ROBBERY,5/3/1990,230400,40.45382511,-80.0014782
1362910.46,418262.3741,32996,5960 BAUM BL,ROBBERY,5/3/1990,111500,40.46101136,-79.92657568
1361720.747,419362.3201,32996,100 S NEGLEY AV,ROBBERY,5/3/1990,80700,40.46394922,-79.93094755
1357901.775,420755.6825,32996,4901 KINCAID ST,AGGRAVATED ASSAULT,5/3/1990,101700,40.46751312,-79.9447929
1335147.256,400212.4369,32997,1600 BROADWAY AV,AGGRAVATED ASSAULT,5/4/1990,191600,40.4095596,-80.02464682
1348607.722,407670.6061,32997,1 S TWENTIETH ST,AGGRAVATED ASSAULT,5/4/1990,170200,40.4309673,-79.97700043
1371499.821,413093.4957,32997,7600 PENN AV,ROBBERY,5/4/1990,140600,40.44740396,-79.89526531
1373633.389,414194.3643,32997,500 CORA ST,AGGRAVATED ASSAULT,5/4/1990,130400,40.45056696,-79.88769727
1319189.513,415658.9786,32997,3627 OLD ORCHARD CIR,AGGRAVATED ASSAULT,5/4/1990,280800,40.45080324,-80.08339718
1342457.756,415800.7775,32997,526 LOCKHART ST,ROBBERY,5/4/1990,230400,40.45284957,-79.999829
1337633.016,415998.7816,32997,922 BEECH AV,AGGRAVATED ASSAULT,5/4/1990,220100,40.45305425,-80.0171785
1358327.708,419185.2149,32997,261 S WINEBIDDLE ST,ROBBERY,5/4/1990,80900,40.46323258,-79.94312235
1357730.923,419726.1882,32997,211 S MILLVALE AV,ROBBERY,5/4/1990,80900,40.46467639,-79.9453148
1371071.715,421380.7126,32997,1384 PAULSON AV,ROBBERY,5/4/1990,120300,40.470117,-79.89752709
1331487.634,424621.0115,32997,3401 CALIFORNIA AV,ROBBERY,5/4/1990,270300,40.47627905,-80.04005696
1344689.354,400592.8958,32998,50 KNOX AV,ROBBERY,5/5/1990,300100,40.41127314,-79.99042645
1358366.92,405994.0198,32998,3913 COLEMAN ST,ROBBERY,5/5/1990,151600,40.42703666,-79.94180498
1348629.26,406868.2137,32998,2022 E CARSON ST,ROBBERY,5/5/1990,170200,40.42876692,-79.97685042
1339881.823,407661.7615,32998,125 VIRGINIA AV,ROBBERY,5/5/1990,191400,40.43033482,-80.00833437
1340226.782,407743.7461,32998,213 SHILOH ST,ROBBERY,5/5/1990,191400,40.430584,-80.00710316
1351341.718,410356.3329,32998,200 BURROWS ST,ROBBERY,5/5/1990,40200,40.43852611,-79.96742474
1351024.161,410529.933,32998,240 BURROWS ST,ROBBERY,5/5/1990,40200,40.4389806,-79.9685809
1345622.988,410676.7265,32998,1302 FIFTH AV,ROBBERY,5/5/1990,10300,40.43900936,-79.98799232
1345613.584,410677.6498,32998,1300 FIFTH AV,AGGRAVATED ASSAULT,5/5/1990,10300,40.43901124,-79.98802618
1345613.584,410677.6498,32998,1300 FIFTH AV,ROBBERY,5/5/1990,10300,40.43901124,-79.98802618
1370840.572,417589.5819,32998,7100 RACE ST,AGGRAVATED ASSAULT,5/5/1990,130200,40.45969805,-79.89802623
1363861.628,418764.8081,32998,200 SHERIDAN AV,ROBBERY,5/5/1990,111500,40.46245441,-79.92320285
1354980.552,420173.8218,32998,4100 PENN AV,ROBBERY,5/5/1990,90300,40.46571667,-79.95523665
1342376.47,424490.6254,32998,600 MT. PLEASANT RD,AGGRAVATED ASSAULT,5/5/1990,260900,40.47668964,-80.0009168
1342249.937,395353.4471,32999,1632 E SAW MILL RUN BL,ROBBERY,5/6/1990,320600,40.39672525,-79.99870482
1352136.547,402742.3499,32999,3211 ARLINGTON AV,RAPE,5/6/1990,160400,40.41768702,-79.96388449
1342420.648,412147.6011,32999,700 LIBERTY AV,ROBBERY,5/6/1990,20100,40.44282228,-79.99962793
1343443.524,412435.9012,32999,924 LIBERTY AV,ROBBERY,5/6/1990,20100,40.44368487,-79.99598046
1373633.389,414194.3643,32999,500 CORA ST,ROBBERY,5/6/1990,130400,40.45056696,-79.88769727
1371871.322,414577.5942,32999,7500 FINANCE ST,ROBBERY,5/6/1990,130300,40.45150136,-79.89406033
1367528.039,416612.4487,32999,6700 SIMONTON ST,ROBBERY,5/6/1990,140500,40.45679487,-79.90984108
1370782.467,417349.0433,32999,922 N LANG AV,AGGRAVATED ASSAULT,5/6/1990,130200,40.45903409,-79.89821395
1354221.031,419835.583,32999,300 FORTIETH ST,AGGRAVATED ASSAULT,5/6/1990,60300,40.46473641,-79.95793515
1358171.556,420138.089,32999,5018 DEARBORN ST,ROBBERY,5/6/1990,101700,40.46583675,-79.94376844
1338710.931,423430.6847,32999,310 MAYFIELD ST,AGGRAVATED ASSAULT,5/6/1990,261500,40.4735239,-80.013991
1365514.058,406147.7586,33000,2600 BEECHWOOD BL,ROBBERY,5/7/1990,141400,40.42794257,-79.91615393
1340191.171,407915.9329,33000,200 SHILOH ST,ROBBERY,5/7/1990,191400,40.431054,-80.00724684
1350572.791,411487.2212,33000,321 BURROWS ST,RAPE,5/7/1990,51000,40.44157639,-79.97028844
